[TRACE] 19:57:12 • [DependencyControl] Couldn't find config file 'G:\Aegisub Old\Light-Aegisub\Aegisub 3.2.2\config\l0.FileOps.json'.
[TRACE] 19:57:12 • [DependencyControl] DependencyControl initialization took 0.548911 seconds so far...
[TRACE] 19:57:12 • [DependencyControl] DependencyControl initialization took 0.550199 seconds so far...
[TRACE] 19:57:12 • [DependencyControl] DependencyControl initialization took 0.551125 seconds so far...
[TRACE] 19:57:12 • [DependencyControl] DependencyControl initialization took 0.553098 seconds so far...
[TRACE] 19:57:12 • [DependencyControl] DependencyControl initialization took 0.554085 seconds so far...
[TRACE] 19:57:12 • [DependencyControl] DependencyControl initialization took 0.555105 seconds so far...
[TRACE] 19:57:12 • [DependencyControl] DependencyControl initialization took 0.556045 seconds so far...
[TRACE] 19:57:12 • [DependencyControl] DependencyControl initialization took 0.613776 seconds so far...
[TRACE] 19:57:12 • [DependencyControl] DependencyControl initialization took 0.614579 seconds so far...
