[TRACE] 18:59:16 • [DependencyControl] Couldn't find config file 'G:\Aegisub Old\Light-Aegisub\Aegisub 3.2.2\config\l0.FileOps.json'.
[TRACE] 18:59:16 • [DependencyControl] DependencyControl initialization took 0.487213 seconds so far...
[TRACE] 18:59:16 • [DependencyControl] DependencyControl initialization took 0.489825 seconds so far...
[TRACE] 18:59:16 • [DependencyControl] DependencyControl initialization took 0.490858 seconds so far...
[TRACE] 18:59:16 • [DependencyControl] DependencyControl initialization took 0.491458 seconds so far...
[TRACE] 18:59:16 • [DependencyControl] DependencyControl initialization took 0.492175 seconds so far...
[TRACE] 18:59:16 • [DependencyControl] DependencyControl initialization took 0.492900 seconds so far...
[TRACE] 18:59:16 • [DependencyControl] DependencyControl initialization took 0.493528 seconds so far...
[TRACE] 18:59:17 • [DependencyControl] DependencyControl initialization took 0.888881 seconds so far...
[TRACE] 18:59:17 • [DependencyControl] DependencyControl initialization took 0.890193 seconds so far...
