[TRACE] 19:00:52 • [DependencyControl] Couldn't find config file 'G:\Aegisub Old\Light-Aegisub\Aegisub 3.2.2\config\l0.FileOps.json'.
[TRACE] 19:00:52 • [DependencyControl] DependencyControl initialization took 0.251451 seconds so far...
[TRACE] 19:00:52 • [DependencyControl] DependencyControl initialization took 0.254967 seconds so far...
[TRACE] 19:00:52 • [DependencyControl] DependencyControl initialization took 0.255701 seconds so far...
[TRACE] 19:00:52 • [DependencyControl] DependencyControl initialization took 0.256338 seconds so far...
[TRACE] 19:00:52 • [DependencyControl] DependencyControl initialization took 0.257037 seconds so far...
[TRACE] 19:00:52 • [DependencyControl] DependencyControl initialization took 0.257810 seconds so far...
[TRACE] 19:00:52 • [DependencyControl] DependencyControl initialization took 0.258916 seconds so far...
[TRACE] 19:00:52 • [DependencyControl] DependencyControl initialization took 0.750370 seconds so far...
[TRACE] 19:00:52 • [DependencyControl] DependencyControl initialization took 0.751107 seconds so far...
