[TRACE] 22:11:39 • [DependencyControl] Couldn't find config file 'G:\Aegisub Old\Light-Aegisub\Aegisub 3.2.2\config\l0.FileOps.json'.
[TRACE] 22:11:39 • [DependencyControl] DependencyControl initialization took 1.318707 seconds so far...
[TRACE] 22:11:39 • [DependencyControl] DependencyControl initialization took 1.321157 seconds so far...
[TRACE] 22:11:39 • [DependencyControl] DependencyControl initialization took 1.322074 seconds so far...
[TRACE] 22:11:39 • [DependencyControl] DependencyControl initialization took 1.322808 seconds so far...
[TRACE] 22:11:39 • [DependencyControl] DependencyControl initialization took 1.323589 seconds so far...
[TRACE] 22:11:39 • [DependencyControl] DependencyControl initialization took 1.324547 seconds so far...
[TRACE] 22:11:39 • [DependencyControl] DependencyControl initialization took 1.325338 seconds so far...
[TRACE] 22:11:39 • [DependencyControl] DependencyControl initialization took 1.326075 seconds so far...
[TRACE] 22:11:39 • [DependencyControl] DependencyControl initialization took 1.326734 seconds so far...
