[TRACE] 19:34:00 • [DependencyControl] Couldn't find config file 'E:\Project\Aegisub\Light-Aegisub\Aegisub 3.2.2\config\l0.FileOps.json'.
[TRACE] 19:34:00 • [DependencyControl] DependencyControl initialization took 0.252993 seconds so far...
[TRACE] 19:34:00 • [DependencyControl] DependencyControl initialization took 0.255190 seconds so far...
[TRACE] 19:34:00 • [DependencyControl] DependencyControl initialization took 0.256823 seconds so far...
[TRACE] 19:34:00 • [DependencyControl] DependencyControl initialization took 0.257531 seconds so far...
[TRACE] 19:34:00 • [DependencyControl] DependencyControl initialization took 0.258203 seconds so far...
[TRACE] 19:34:00 • [DependencyControl] DependencyControl initialization took 0.258870 seconds so far...
[TRACE] 19:34:00 • [DependencyControl] DependencyControl initialization took 0.259808 seconds so far...
[TRACE] 19:34:00 • [DependencyControl] DependencyControl initialization took 0.572568 seconds so far...
[TRACE] 19:34:00 • [DependencyControl] DependencyControl initialization took 0.573356 seconds so far...
