[TRACE] 19:57:45 • [DependencyControl] Couldn't find config file 'G:\Aegisub Old\Light-Aegisub\Aegisub 3.2.2\config\l0.FileOps.json'.
[TRACE] 19:57:45 • [DependencyControl] DependencyControl initialization took 0.403329 seconds so far...
[TRACE] 19:57:45 • [DependencyControl] DependencyControl initialization took 0.598814 seconds so far...
[TRACE] 19:57:45 • [DependencyControl] DependencyControl initialization took 0.599630 seconds so far...
[TRACE] 19:57:45 • [DependencyControl] DependencyControl initialization took 0.600510 seconds so far...
[TRACE] 19:57:45 • [DependencyControl] DependencyControl initialization took 0.601379 seconds so far...
[TRACE] 19:57:45 • [DependencyControl] DependencyControl initialization took 0.602239 seconds so far...
[TRACE] 19:57:45 • [DependencyControl] DependencyControl initialization took 0.603112 seconds so far...
[TRACE] 19:57:45 • [DependencyControl] DependencyControl initialization took 0.603899 seconds so far...
[TRACE] 19:57:45 • [DependencyControl] DependencyControl initialization took 0.604707 seconds so far...
