[TRACE] 19:55:41 • [DependencyControl] Couldn't find config file 'G:\Aegisub Old\Light-Aegisub\Aegisub 3.2.2\config\l0.FileOps.json'.
[TRACE] 19:55:41 • [DependencyControl] DependencyControl initialization took 0.751919 seconds so far...
[TRACE] 19:55:41 • [DependencyControl] DependencyControl initialization took 0.937498 seconds so far...
[TRACE] 19:55:41 • [DependencyControl] DependencyControl initialization took 0.938213 seconds so far...
[TRACE] 19:55:41 • [DependencyControl] DependencyControl initialization took 0.939043 seconds so far...
[TRACE] 19:55:41 • [DependencyControl] DependencyControl initialization took 0.939830 seconds so far...
[TRACE] 19:55:41 • [DependencyControl] DependencyControl initialization took 0.940727 seconds so far...
[TRACE] 19:55:41 • [DependencyControl] DependencyControl initialization took 0.941500 seconds so far...
[TRACE] 19:55:41 • [DependencyControl] DependencyControl initialization took 0.942190 seconds so far...
[TRACE] 19:55:41 • [DependencyControl] DependencyControl initialization took 0.943067 seconds so far...
