[TRACE] 19:40:51 • [DependencyControl] Couldn't find config file 'G:\Aegisub Old\Light-Aegisub\Aegisub 3.2.2\config\l0.FileOps.json'.
[TRACE] 19:40:51 • [DependencyControl] DependencyControl initialization took 0.129342 seconds so far...
[TRACE] 19:40:51 • [DependencyControl] DependencyControl initialization took 0.130737 seconds so far...
[TRACE] 19:40:51 • [DependencyControl] DependencyControl initialization took 0.132435 seconds so far...
[TRACE] 19:40:51 • [DependencyControl] DependencyControl initialization took 0.133816 seconds so far...
[TRACE] 19:40:51 • [DependencyControl] DependencyControl initialization took 0.134685 seconds so far...
[TRACE] 19:40:51 • [DependencyControl] DependencyControl initialization took 0.135423 seconds so far...
[TRACE] 19:40:51 • [DependencyControl] DependencyControl initialization took 0.136322 seconds so far...
[TRACE] 19:40:51 • [DependencyControl] DependencyControl initialization took 0.137813 seconds so far...
